6.757435873555493799e+01	1.232201100698742096e+02	-9.908406770791228269e+01	-2.333822196421694173e+02	-1.482031578721577887e+02	-6.149762759701113879e+01	-2.639258981262144630e+02	-2.030804611925008629e+01	3.510486783086216178e+01	-1.327124466060882355e+02	3.742319097125252370e+01	-6.678599702988444164e+01
2.471076925631817858e+02	-3.509282340773171427e+02	1.750722379289495620e+02	-2.644777418037018606e+02	-5.525832533551161987e+02	-7.705090443535323175e+01	1.013346544376661598e+02	-1.729616288447751629e+02	-4.096310309091474267e+01	-1.244802372997685183e+02	1.414308419761119353e+02	-1.271506297963856298e+02
1.867764437172806140e+02	-3.647658216263025110e+02	2.349647340137098297e+02	2.830149542732303303e+02	-1.920241375008957334e+02	-2.834354388630900701e+01	4.132182371740407234e+02	-2.792128856172636233e+02	-2.578626499514051034e+02	1.180794049344684993e+02	-1.117968503031810172e+02	7.540087133411049081e+01
1.642313475287208178e+02	8.858485579711808100e+01	-9.876495820775086543e+01	-4.014604992079774206e+02	-4.048391643920604679e+02	-1.014261059712878250e+02	-1.725893831244505350e+02	3.863061016050524188e+01	-2.538487042014601514e+01	-3.067953810666486447e+02	2.908536627926820870e+02	-2.547342041372218659e+02
2.707481501590594348e+02	-2.319495308145990862e+02	2.501438880738627404e+02	-6.958383063764946996e+01	-5.168611520365747083e+02	-7.750450327800386674e+01	1.237896757794800919e+02	-2.992327869471951658e+02	-4.912021395734569751e+01	-4.201263268306718857e+01	2.750060243550774430e+02	-1.466298370475150818e+02
-4.259766757406066517e+01	-2.925942982808928150e+01	9.361503999784790153e+01	2.383456608988712446e+02	1.257655153471853282e+02	1.482280555098670938e+01	9.840270027288268295e+01	-5.089182860072168779e+01	3.024194119796150915e+01	2.214076575981405313e+02	-1.346626503440687657e+02	6.940516564897437490e+01
1.685054337147579417e+02	-1.756123365923350548e+02	1.052819751613276225e+02	1.797670247527393173e+01	-1.111752754409344703e+02	-2.123015084786828766e+02	1.789894530673258828e+02	-7.902724567709756798e+01	-3.001201538848658288e+02	-1.765767437705204657e+02	2.036108659221889639e+01	6.854611873210902218e+01
7.640284383036143367e+01	1.177217325634698426e+02	-6.852505574115497211e+01	-9.849953093748368360e+00	-8.057272619950602177e+00	-1.273454147494271638e+02	1.112733294009613445e+02	1.461900559066860126e+02	-2.199265553853268784e+02	-4.124700459269432713e+02	-1.579526554605844808e+02	-3.352551646165616717e+01
1.578873203863418269e+02	-5.180921166588390179e+02	3.223619940431442501e+02	4.316001179406030133e+02	-2.733794715060511749e+02	-1.005915051849273993e+02	5.306623486857638454e+02	-3.537513516579611519e+02	-1.985671202799618698e+02	2.608343086003451390e+02	-6.242658759608065822e+01	1.953900501868025401e+02
1.239594190565339886e+02	-3.978706524226365104e+02	3.090590636691942450e+02	3.300171952337196899e+02	-8.675559021546641247e+01	5.686677223679559035e+01	3.069959195467039308e+02	-1.974390847561292617e+02	8.446965877897767427e-01	3.479415695623932834e+02	1.147549985916911197e+01	1.409326574103413918e+02
1.335424201007841418e+02	2.130935740357159887e+02	-1.205762222184225720e+02	-4.666247806505658673e+02	-2.625493595025704963e+02	-8.899734027424457850e+01	-3.200854876242606792e+02	-1.810873045166162143e+01	-1.800731609085785863e+02	-3.693236415146448621e+02	1.376432925342992917e+02	-1.927733811995273356e+02
-2.287480583364064728e+02	2.077492069866923430e+02	-1.347896561809967864e+01	2.163434381914990468e+02	5.871974232200491315e+02	5.717002844192347055e+01	3.678490519454507535e+01	3.604158293690240953e+02	4.951779108807428287e+01	-2.616087279501927298e+01	-2.269529293323245440e+02	9.693303861736625038e+01
-9.290754170366093945e+01	-2.227908019420759445e+01	8.101197687731277597e+01	2.046314442618444502e+02	9.890526836755759632e+01	2.803120202446820741e+01	1.520856538538892551e+02	-6.448444798487766150e+01	2.867872879405451059e+01	1.731426812309174750e+02	-1.425970444727237805e+02	1.321771210990218322e+02
2.528467909671546749e+02	-4.531630313980916185e+02	1.890294953108796676e+02	9.198710470791702676e+00	-4.496115885828244245e+02	-7.294274950251605105e+01	1.970625688470651653e+02	-2.764026601584329796e+02	7.642096299824436301e+01	8.588850197334950565e+01	1.617778444697286488e+02	3.321118411409621274e+01
-1.118722330298185739e+02	2.178543491598754258e+02	-1.579667790383755914e+02	1.210096229762552866e+02	4.698485223645494671e+02	-5.921608260231344900e+01	2.023654613890400356e+02	1.730777297360987745e+02	-2.786031133786344753e+02	1.458430463323622917e+00	-3.028896585110186379e+02	7.193414821070085452e+01
1.671083398533373838e+02	-1.163633275951077053e+02	5.734036719719109243e+01	4.950401046560175189e+01	-1.245363592758086781e+02	-1.826599687762004578e+02	2.124762108156786837e+02	2.429249961352681453e+00	-2.658153244609127341e+02	-2.368727009213693009e+02	2.921093306527038180e+01	-9.810048626981593856e+00
